transaction_id,timestamp,amount,sender_account_id,receiver_account_id,merchant_category,channel,is_fraud,fraud_role,variant_id,persona_id,persona_name,fraud_type,realism_score,distinctiveness_score
txn_f1fc375f,2026-03-10T45:00:00Z,2700.0,acct_STU_002,acct_STU_003,peer_to_peer,Zelle,True,hop_2_of_3,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_55e15f72,2026-03-10T57:00:00Z,2650.0,acct_STU_003,acct_PEER_EXCH,cryptocurrency_exchange,crypto,True,hop_3_of_3,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_9eb434d7,2026-03-10T58:00:00Z,2580.0,acct_PEER_EXCH,wallet_BTC_jm1,cryptocurrency_exchange,crypto,True,extraction,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_919ed095,2026-03-10T09:00:00Z,14200.0,acct_SRC_004,acct_SANDRA,wire_transfer,ACH,True,placement,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_8acf0c14,2026-03-10T10:30:00Z,14000.0,acct_SANDRA,acct_M8_001,wire_transfer,ACH,True,hop_1_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_6dedc71e,2026-03-10T11:30:00Z,13800.0,acct_M8_001,acct_M9_001,peer_to_peer,Zelle,True,hop_2_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_a9870045,2026-03-10T12:30:00Z,13500.0,acct_M9_001,acct_M10_001,wire_transfer,ACH,True,hop_3_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_94e6f684,2026-03-10T14:00:00Z,13200.0,acct_M10_001,acct_M11_001,wire_transfer,ACH,True,hop_4_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_94c50544,2026-03-10T15:00:00Z,13000.0,acct_M11_001,acct_CONSOL_001,wire_transfer,wire,True,hop_5_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_7105b025,2026-03-10T13:00:00Z,45.99,acct_SANDRA,acct_MERCH_B,restaurant,card,False,cover_activity,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_111a7639,2026-03-10T16:30:00Z,12700.0,acct_CONSOL_001,acct_OFFSHORE_002,international_wire,wire,True,extraction,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_9c5c0180,2026-03-10T09:00:00Z,29800.0,acct_SRC_005,acct_SYN_001,wire_transfer,wire,True,placement,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_f3e9477d,2026-03-10T10:00:00Z,78.4,acct_SYN_001,acct_MERCH_C,streaming_subscription,card,False,cover_activity,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_cf15d332,2026-03-10T13:00:00Z,29200.0,acct_SYN_001,acct_SYN_002,wire_transfer,ACH,True,hop_1_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_16e5f772,2026-03-10T21:00:00Z,28600.0,acct_SYN_002,acct_SYN_003,wire_transfer,ACH,True,hop_2_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_804fecf9,2026-03-10T24:00:00Z,142.99,acct_SYN_002,acct_MERCH_D,electronics,card,False,cover_activity,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_6c030c4a,2026-03-10T33:00:00Z,28100.0,acct_SYN_003,acct_SYN_004,peer_to_peer,Zelle,True,hop_3_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_3e4e367e,2026-03-10T57:00:00Z,27800.0,acct_SYN_004,acct_SYN_005,wire_transfer,ACH,True,hop_4_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_e7b5f75f,2026-03-10T81:00:00Z,27400.0,acct_SYN_005,acct_SYN_006,wire_transfer,ACH,True,hop_5_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_9fdb4bad,2026-03-10T105:00:00Z,26900.0,acct_SYN_006,acct_SYN_007,wire_transfer,ACH,True,hop_6_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_e935e6e4,2026-03-10T109:00:00Z,26400.0,acct_SYN_007,acct_DEX_001,cryptocurrency_exchange,crypto,True,hop_7_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_97f7ac1b,2026-03-10T110:00:00Z,25800.0,acct_DEX_001,wallet_XMR_dk1,privacy_coin_swap,crypto,True,extraction,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_3da798dd,2026-03-10T09:00:00Z,180000.0,acct_SRC_006,acct_MSB_001,wire_transfer,wire,True,placement,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_9db15b19,2026-03-10T09:30:00Z,176000.0,acct_MSB_001,acct_MV1_001,wire_transfer,wire,True,hop_1_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_d363ca60,2026-03-10T10:00:00Z,172000.0,acct_MV1_001,acct_MV2_001,wire_transfer,ACH,True,hop_2_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_90ec1668,2026-03-10T10:30:00Z,168000.0,acct_MV2_001,acct_MV3_001,wire_transfer,ACH,True,hop_3_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_e7580519,2026-03-10T11:00:00Z,165000.0,acct_MV3_001,acct_MV4_001,wire_transfer,ACH,True,hop_4_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_2eac083c,2026-03-10T11:30:00Z,162000.0,acct_MV4_001,acct_MV5_001,wire_transfer,wire,True,hop_5_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_12008ac8,2026-03-10T12:30:00Z,159000.0,acct_MV5_001,acct_MV6_001,wire_transfer,wire,True,hop_6_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_f1409735,2026-03-10T13:30:00Z,156000.0,acct_MV6_001,acct_CONSOL_002,wire_transfer,wire,True,hop_7_of_7,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_b6af689e,2026-03-10T14:30:00Z,155000.0,acct_CONSOL_002,acct_OFFSHORE_003,international_wire,wire,True,extraction,var_006,p_viktor,Viktor Sorokin,layered mule account network,8.9,8.1
txn_2e7e226d,2026-03-10T09:00:00Z,42000.0,acct_SHELL_C,acct_EMP_001,payroll,ACH,True,placement,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_05924f44,2026-03-10T09:06:00Z,38500.0,acct_SHELL_C,acct_EMP_002,payroll,ACH,True,placement,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_8883ceec,2026-03-10T09:12:00Z,41000.0,acct_SHELL_C,acct_EMP_003,payroll,ACH,True,placement,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_122bf97b,2026-03-10T17:00:00Z,890.0,acct_EMP_001,acct_MERCH_E,grocery,card,False,cover_activity,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_4903ac9a,2026-03-10T33:00:00Z,41500.0,acct_EMP_001,acct_CONSOL_003,wire_transfer,ACH,True,hop_1_of_5,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_70a51420,2026-03-10T57:00:00Z,37900.0,acct_EMP_002,acct_CONSOL_003,wire_transfer,ACH,True,hop_2_of_5,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_5ba1d07b,2026-03-10T81:00:00Z,40300.0,acct_EMP_003,acct_CONSOL_003,wire_transfer,ACH,True,hop_3_of_5,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_8cf27328,2026-03-10T82:00:00Z,115000.0,acct_CONSOL_003,acct_DEFI_001,wire_transfer,wire,True,hop_4_of_5,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_ccaa9201,2026-03-10T82:30:00Z,113000.0,acct_DEFI_001,wallet_USDC_mc1,cryptocurrency_exchange,crypto,True,hop_5_of_5,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
txn_e9b119b6,2026-03-10T83:00:00Z,112000.0,wallet_USDC_mc1,wallet_OFFSHORE_mc1,defi_bridge,crypto,True,extraction,var_007,p_maria,Maria Chen,layered mule account network,8.4,9.2
