transaction_id,timestamp,amount,sender_account_id,receiver_account_id,merchant_category,channel,is_fraud,fraud_role,variant_id,persona_id,persona_name,fraud_type,realism_score,distinctiveness_score
txn_V-0555A5_019,2025-03-18T18:01:23.774191+00:00,3990.0,ACC-M2,ACC-M3,peer_to_peer,RTP_FedNow,True,hop_2_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_020,2025-03-19T06:47:07.707146+00:00,3880.0,ACC-M2,ACC-M3,peer_to_peer,RTP_FedNow,True,hop_2_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_021,2025-03-19T19:18:28.879328+00:00,3760.0,ACC-M2,ACC-M3,peer_to_peer,RTP_FedNow,True,hop_2_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_022,2025-03-20T08:26:06.968809+00:00,4850.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_023,2025-03-20T21:01:09.618731+00:00,4720.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_024,2025-03-21T10:11:47.783539+00:00,4590.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_025,2025-03-21T22:44:50.089131+00:00,4450.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_026,2025-03-22T10:45:07.823233+00:00,4310.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_027,2025-03-22T23:14:17.359997+00:00,4160.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_028,2025-03-23T12:07:18.498581+00:00,3980.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_029,2025-03-24T00:56:40.100380+00:00,3820.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_030,2025-03-24T13:30:18.348818+00:00,3620.0,ACC-M3,ACC-M4,peer_to_peer,RTP_FedNow,True,hop_3_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_031,2025-03-25T02:06:47.044188+00:00,4840.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_032,2025-03-25T14:12:35.558093+00:00,4700.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_033,2025-03-26T02:19:24.944550+00:00,4560.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_034,2025-03-26T15:02:14.296119+00:00,4420.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_035,2025-03-27T03:06:59.887583+00:00,4280.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_036,2025-03-27T15:34:32.808070+00:00,4120.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_037,2025-03-28T04:28:41.586964+00:00,3960.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_038,2025-03-28T16:47:39.213477+00:00,3780.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_039,2025-03-29T05:25:26.733455+00:00,3560.0,ACC-M4,ACC-M5,peer_to_peer,RTP_FedNow,True,hop_4_of_4,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_040,2025-03-29T17:30:58.891875+00:00,980.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_041,2025-03-30T06:19:56.218578+00:00,960.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_042,2025-03-30T18:56:35.312394+00:00,940.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_043,2025-03-31T08:06:18.493568+00:00,920.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_044,2025-03-31T20:30:10.481961+00:00,900.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_045,2025-04-01T09:37:11.792631+00:00,980.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_046,2025-04-01T22:20:21.709315+00:00,960.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_047,2025-04-02T10:32:26.799085+00:00,940.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_048,2025-04-02T23:37:11.526467+00:00,920.0,ACC-M5,ACC-DST,atm_withdrawal,cash_ATM,True,extraction,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_049,2025-03-11T13:05:00Z,47.23,ACC-COVER-C,ACC-COVER-MERCHANT3,restaurant,card,False,cover_activity,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-0555A5_050,2025-03-12T17:30:00Z,62.14,ACC-COVER-D,ACC-COVER-MERCHANT4,gas_station,card,False,cover_activity,V-0555A5,P-01,Darren,business_email_compromise_layering_chain,8.7,8.9
txn_V-09EBF7_001,2025-03-10T09:15:00Z,9750.0,ACC-001,ACC-002,peer_to_peer,Faster Payments,True,placement,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_002,2025-03-10T14:30:00Z,47.5,ACC-006,ACC-007,subscription_services,Faster Payments,False,cover_activity,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_003,2025-03-10T16:45:00Z,82.3,ACC-008,ACC-009,grocery,Faster Payments,False,cover_activity,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_004,2025-03-11T04:00:00Z,9680.0,ACC-002,ACC-003,peer_to_peer,Faster Payments,True,hop_1_of_2,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_005,2025-03-11T11:20:00Z,63.99,ACC-010,ACC-011,utilities,Faster Payments,False,cover_activity,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_006,2025-03-11T22:30:00Z,9590.0,ACC-003,ACC-004,peer_to_peer,Faster Payments,True,hop_2_of_2,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_007,2025-03-12T16:00:00Z,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_008,2025-03-13T04:59:49.533397+00:00,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_009,2025-03-13T17:40:06.719103+00:00,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_010,2025-03-14T06:39:51.849139+00:00,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_011,2025-03-14T19:28:45.919981+00:00,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_012,2025-03-15T08:19:05.447943+00:00,750.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_V-09EBF7_013,2025-03-15T20:47:08.291414+00:00,590.0,ACC-004,ACC-005,atm_withdrawal,ATM,True,extraction,V-09EBF7,P-02,Marlene,pension_liberation_fraud_money_laundering,9.1,8.6
txn_2b093dee,2026-03-10T09:00:00Z,9800.0,acct_SRC_001,acct_M1_001,wire_transfer,ACH,True,placement,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_e812b82f,2026-03-10T09:30:00Z,124.5,acct_M1_001,acct_MERCH_A,grocery,card,False,cover_activity,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_8cec602d,2026-03-10T10:00:00Z,9600.0,acct_M1_001,acct_M2_001,wire_transfer,ACH,True,hop_1_of_3,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_45105946,2026-03-10T11:30:00Z,9400.0,acct_M2_001,acct_M3_001,wire_transfer,ACH,True,hop_2_of_3,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_ca9e0fa0,2026-03-10T13:00:00Z,9200.0,acct_M3_001,acct_OTC_001,peer_to_peer,Zelle,True,hop_3_of_3,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_a653c2f7,2026-03-10T14:00:00Z,9100.0,acct_OTC_001,wallet_BTC_vk1,cryptocurrency_exchange,crypto,True,extraction,var_001,p_viktor,Viktor Sorokin,layered mule account network,8.7,8.2
txn_4dafabac,2026-03-10T09:00:00Z,95000.0,acct_SRC_002,acct_SHELL_A,wire_transfer,wire,True,placement,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_dde9ca25,2026-03-10T11:00:00Z,18000.0,acct_SHELL_A,acct_M4_001,wire_transfer,ACH,True,hop_1_of_5,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_2291c7fe,2026-03-10T11:17:00Z,19500.0,acct_SHELL_A,acct_M5_001,wire_transfer,ACH,True,hop_2_of_5,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_d40bc6fe,2026-03-10T15:00:00Z,21000.0,acct_SHELL_A,acct_M6_001,wire_transfer,ACH,True,hop_3_of_5,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_cae0cab1,2026-03-10T17:30:00Z,17500.0,acct_SHELL_A,acct_M7_001,wire_transfer,ACH,True,hop_4_of_5,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_23374422,2026-03-10T33:00:00Z,16000.0,acct_M4_001,acct_SHELL_B,wire_transfer,wire,True,hop_5_of_5,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_814d30cd,2026-03-10T34:00:00Z,3200.0,acct_SHELL_B,acct_EMPLOYEE_01,payroll,ACH,False,cover_activity,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_20229bb4,2026-03-10T35:00:00Z,88000.0,acct_SHELL_B,acct_OFFSHORE_001,international_wire,wire,True,extraction,var_002,p_maria,Maria Chen,layered mule account network,9.1,8.5
txn_accdf6e2,2026-03-10T09:00:00Z,2900.0,acct_SRC_003,acct_STU_001,peer_to_peer,Zelle,True,placement,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_0cd186f0,2026-03-10T21:00:00Z,2750.0,acct_STU_001,acct_STU_002,peer_to_peer,Zelle,True,hop_1_of_3,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_a8a97d41,2026-03-10T45:00:00Z,2700.0,acct_STU_002,acct_STU_003,peer_to_peer,Zelle,True,hop_2_of_3,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_de7a2f1f,2026-03-10T57:00:00Z,2650.0,acct_STU_003,acct_PEER_EXCH,cryptocurrency_exchange,crypto,True,hop_3_of_3,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_f1449dd8,2026-03-10T58:00:00Z,2580.0,acct_PEER_EXCH,wallet_BTC_jm1,cryptocurrency_exchange,crypto,True,extraction,var_003,p_james,James Okafor,layered mule account network,7.9,8.8
txn_0ba90fbe,2026-03-10T09:00:00Z,14200.0,acct_SRC_004,acct_SANDRA,wire_transfer,ACH,True,placement,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_609c16f5,2026-03-10T10:30:00Z,14000.0,acct_SANDRA,acct_M8_001,wire_transfer,ACH,True,hop_1_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_c98d439d,2026-03-10T11:30:00Z,13800.0,acct_M8_001,acct_M9_001,peer_to_peer,Zelle,True,hop_2_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_aef3dd43,2026-03-10T12:30:00Z,13500.0,acct_M9_001,acct_M10_001,wire_transfer,ACH,True,hop_3_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_24163124,2026-03-10T14:00:00Z,13200.0,acct_M10_001,acct_M11_001,wire_transfer,ACH,True,hop_4_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_d9561457,2026-03-10T15:00:00Z,13000.0,acct_M11_001,acct_CONSOL_001,wire_transfer,wire,True,hop_5_of_5,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_81a2a32d,2026-03-10T13:00:00Z,45.99,acct_SANDRA,acct_MERCH_B,restaurant,card,False,cover_activity,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_509816e5,2026-03-10T16:30:00Z,12700.0,acct_CONSOL_001,acct_OFFSHORE_002,international_wire,wire,True,extraction,var_004,p_sandra,Sandra Kowalski,layered mule account network,8.3,7.6
txn_7a432623,2026-03-10T09:00:00Z,29800.0,acct_SRC_005,acct_SYN_001,wire_transfer,wire,True,placement,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_2bb01ac4,2026-03-10T10:00:00Z,78.4,acct_SYN_001,acct_MERCH_C,streaming_subscription,card,False,cover_activity,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_0ec65d1b,2026-03-10T13:00:00Z,29200.0,acct_SYN_001,acct_SYN_002,wire_transfer,ACH,True,hop_1_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_5b9a27b4,2026-03-10T21:00:00Z,28600.0,acct_SYN_002,acct_SYN_003,wire_transfer,ACH,True,hop_2_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_52bbfd9e,2026-03-10T24:00:00Z,142.99,acct_SYN_002,acct_MERCH_D,electronics,card,False,cover_activity,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_4fe50c8b,2026-03-10T33:00:00Z,28100.0,acct_SYN_003,acct_SYN_004,peer_to_peer,Zelle,True,hop_3_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_117616be,2026-03-10T57:00:00Z,27800.0,acct_SYN_004,acct_SYN_005,wire_transfer,ACH,True,hop_4_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_d829d9fe,2026-03-10T81:00:00Z,27400.0,acct_SYN_005,acct_SYN_006,wire_transfer,ACH,True,hop_5_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_3de91dbd,2026-03-10T105:00:00Z,26900.0,acct_SYN_006,acct_SYN_007,wire_transfer,ACH,True,hop_6_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_8a28b4ed,2026-03-10T109:00:00Z,26400.0,acct_SYN_007,acct_DEX_001,cryptocurrency_exchange,crypto,True,hop_7_of_7,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
txn_cdbd70a0,2026-03-10T110:00:00Z,25800.0,acct_DEX_001,wallet_XMR_dk1,privacy_coin_swap,crypto,True,extraction,var_005,p_derek,Derek Liu,layered mule account network,9.3,9.0
